Pclass,Sex,Age,SibSp,Parch,Fare,Has_Cabin,Title,FamilySize,IsAlone,AgeGroup,FareGroup,Embarked_Q,Embarked_S,Survived
1,1,1.4938519726119688,0.481287771858981,-0.444999501816175,0.8400966980531545,1,2,0.07335229062787217,0,3,3,False,False,1
2,1,-0.019783059547517415,0.481287771858981,-0.444999501816175,-0.14067394486072518,0,2,0.07335229062787217,0,2,2,False,True,1
1,0,2.704759998339558,-0.47908676070718687,0.7107630931786129,0.5549282549675207,1,0,0.07335229062787217,0,4,3,False,False,0
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,0.04299386594019136,1,0,-0.5583460543187373,1,3,3,False,True,1
2,1,-0.6252370724113119,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,1,-0.5583460543187373,1,2,1,False,True,1
3,0,-0.05762393535150457,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,0,0,-0.5583460543187373,1,2,0,False,False,0
2,1,-1.836145098138901,0.481287771858981,1.8665256881734007,-0.10684040076581951,0,1,1.3367489805210908,0,0,2,False,True,1
3,0,-1.3820545884910551,4.322785902123652,1.8665256881734007,0.2633952389012912,0,3,3.8635423603075285,0,0,3,False,True,0
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.5035783388588141,0,0,-0.5583460543187373,1,2,0,False,False,0
1,1,0.6613527049242514,-0.47908676070718687,-0.444999501816175,0.9033325586392215,1,1,-0.5583460543187373,1,3,3,False,True,1
1,0,1.1911249661800716,0.481287771858981,-0.444999501816175,0.9705163104848198,1,0,0.07335229062787217,0,3,3,False,True,0
3,0,-1.9118268497468751,2.4020368369913165,1.8665256881734007,-0.1039403827005419,0,3,2.6001456704143098,0,0,2,False,True,0
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,0,0,-0.5583460543187373,1,3,2,False,False,0
3,0,-0.3225100659794147,0.481287771858981,0.7107630931786129,-0.3485897733781164,0,3,0.7050506355744817,0,2,2,False,False,1
2,1,-0.019783059547517415,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,1,2,-0.5583460543187373,1,2,1,False,True,1
3,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.4856156269624844,0,0,-0.5583460543187373,1,2,1,False,True,0
3,1,-0.9279640788432092,3.3624113695574844,1.8665256881734007,-0.4901261217266795,0,1,3.2318440153609194,0,1,1,False,True,1
3,0,-0.24682831437144034,1.4416623044251486,-0.444999501816175,-0.47586769957239783,0,0,0.7050506355744817,0,2,1,False,True,0
2,0,0.20726219527640552,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,0,-0.5583460543187373,1,2,1,False,True,0
3,1,-1.0036458304511835,4.322785902123652,1.8665256881734007,0.2633952389012912,0,1,3.8635423603075285,0,1,3,False,True,0
2,0,-0.6252370724113119,-0.47908676070718687,-0.444999501816175,0.7776651091438576,0,0,-0.5583460543187373,1,2,3,False,True,0
3,0,-0.24682831437144034,0.481287771858981,-0.444999501816175,-0.3638941353812749,0,0,0.07335229062787217,0,2,1,False,False,0
3,0,0.20726219527640552,-0.47908676070718687,-0.444999501816175,0.4489151945732318,0,0,-0.5583460543187373,1,2,3,False,True,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.4954428215130219,1,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
2,0,-2.1517380023441537,-0.47908676070718687,1.8665256881734007,-0.08267358355517258,0,3,0.7050506355744817,0,0,2,False,True,1
3,1,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.40215890707992474,0,1,-0.5583460543187373,1,2,1,False,True,1
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.4693426589255232,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.019783059547517415,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,0,0,-0.5583460543187373,1,2,1,False,True,1
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.4927844716198507,0,1,-0.5583460543187373,1,2,0,True,False,1
1,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,0.26726192965499473,0,0,-0.5583460543187373,1,2,3,False,True,0
2,1,-0.9279640788432092,-0.47908676070718687,-0.444999501816175,-0.4403424782727469,0,1,-0.5583460543187373,1,1,1,False,True,1
3,1,0.28294394688437985,2.4020368369913165,-0.444999501816175,-0.3369085006111781,0,2,1.3367489805210908,0,2,2,False,True,1
3,0,-1.0036458304511835,0.481287771858981,3.022288283168189,0.02124373045060914,0,0,1.9684473254677004,0,1,3,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
1,1,-0.4738735691953633,2.4020368369913165,1.8665256881734007,4.44135459827793,1,1,2.6001456704143098,0,2,3,False,True,1
3,0,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.019783059547517415,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.7009188240192862,-0.47908676070718687,-0.444999501816175,-0.4914949302534906,0,0,-0.5583460543187373,1,2,0,False,True,0
1,0,1.2668067177880458,0.481287771858981,-0.444999501816175,0.5393802914468789,1,0,0.07335229062787217,0,3,3,False,True,0
3,0,-0.24682831437144034,0.481287771858981,1.8665256881734007,-0.2455579315549328,0,0,1.3367489805210908,0,2,2,False,True,0
3,0,2.250669488691712,-0.47908676070718687,-0.444999501816175,-0.5031762030204289,0,0,-0.5583460543187373,1,3,0,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
1,0,3.158850507987404,-0.47908676070718687,-0.444999501816175,0.026641630742779292,1,0,-0.5583460543187373,1,4,3,False,False,0
1,0,-0.4738735691953633,-0.47908676070718687,0.7107630931786129,0.5815910210596833,1,0,0.07335229062787217,0,2,3,False,False,1
2,1,0.35862569849235415,-0.47908676070718687,0.7107630931786129,-0.19867430616627776,0,2,0.07335229062787217,0,2,2,False,True,1
2,0,0.35862569849235415,0.481287771858981,-0.444999501816175,-0.14067394486072518,0,0,0.07335229062787217,0,2,2,False,True,0
3,1,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,1,-0.5583460543187373,1,2,0,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
1,0,-0.6252370724113119,-0.47908676070718687,0.7107630931786129,0.8508905652921176,1,0,0.07335229062787217,0,2,3,False,True,0
3,0,0.28294394688437985,-0.47908676070718687,-0.444999501816175,-0.4760281672386766,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,0.585670953316277,1.4416623044251486,-0.444999501816175,-0.4901261217266795,0,0,0.7050506355744817,0,3,1,False,True,0
3,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,True,0
3,1,-0.6252370724113119,-0.47908676070718687,-0.444999501816175,-0.4954428215130219,0,1,-0.5583460543187373,1,2,0,False,True,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,0,0,-0.5583460543187373,1,2,0,False,True,1
3,0,0.6613527049242514,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,3,0,False,True,0
3,1,-0.5495553208033376,0.481287771858981,-0.444999501816175,-0.17644083433248264,0,1,0.07335229062787217,0,2,2,True,False,1
1,0,1.3424884693960202,-0.47908676070718687,-0.444999501816175,0.3619958531207306,1,0,-0.5583460543187373,1,3,3,False,True,0
3,1,-1.117168457863145,0.481287771858981,-0.444999501816175,-0.3638941353812749,0,1,0.07335229062787217,0,1,1,False,False,0
3,0,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
3,1,-0.7009188240192862,0.481287771858981,-0.444999501816175,-0.45339255956649627,0,1,0.07335229062787217,0,2,1,False,True,0
3,1,-0.9279640788432092,-0.47908676070718687,-0.444999501816175,-0.36381486822082393,0,1,-0.5583460543187373,1,1,2,False,False,0
3,0,-0.6252370724113119,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,3.1210096321834166,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,0,-0.5583460543187373,1,4,0,True,False,0
2,0,-0.019783059547517415,0.481287771858981,-0.444999501816175,-0.23734121370331285,0,0,0.07335229062787217,0,2,2,False,True,0
1,0,-0.398191817587389,-0.47908676070718687,0.7107630931786129,4.142088200704293,1,0,0.07335229062787217,0,2,3,False,False,0
3,1,-2.063190352962824,3.3624113695574844,1.8665256881734007,-0.03868997623179524,0,1,3.2318440153609194,0,0,2,False,True,0
2,0,-0.6252370724113119,1.4416623044251486,-0.444999501816175,0.7776651091438576,0,0,0.7050506355744817,0,2,3,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
2,0,0.24510307108039267,0.481287771858981,-0.444999501816175,-0.061971321259844045,0,0,0.07335229062787217,0,2,2,False,False,0
2,1,0.24510307108039267,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,1,1,-0.5583460543187373,1,2,1,False,True,1
1,0,1.8722607306518404,-0.47908676070718687,0.7107630931786129,0.8508905652921176,1,0,0.07335229062787217,0,3,3,False,True,0
3,0,-1.3063728368830807,0.481287771858981,-0.444999501816175,-0.4260028556126374,0,3,0.07335229062787217,0,0,1,False,False,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,0,-0.5583460543187373,1,2,0,True,False,0
3,0,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.5052700160635594,0,0,-0.5583460543187373,1,2,0,False,True,1
3,1,-0.5495553208033376,0.481287771858981,0.7107630931786129,-0.21108058344953548,1,1,0.7050506355744817,0,2,2,False,False,1
3,0,1.1911249661800716,-0.47908676070718687,-0.444999501816175,-0.5084929028067712,0,0,-0.5583460543187373,1,3,0,False,True,0
3,0,0.28294394688437985,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,2,0,False,False,0
3,0,-0.7009188240192862,-0.47908676070718687,-0.444999501816175,-0.5070428937741324,0,0,-0.5583460543187373,1,2,0,False,True,0
3,1,1.3424884693960202,0.481287771858981,-0.444999501816175,-0.3630086631986768,0,2,0.07335229062787217,0,3,2,False,True,0
2,1,-0.019783059547517415,0.481287771858981,-0.444999501816175,-0.14067394486072518,0,2,0.07335229062787217,0,2,2,False,True,1
2,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,2,1,False,True,0
2,0,-0.4738735691953633,-0.47908676070718687,-0.444999501816175,-0.3524564641318199,0,0,-0.5583460543187373,1,2,2,False,False,0
1,1,-0.7766005756272605,-0.47908676070718687,1.8665256881734007,-0.13519677740810415,1,1,0.7050506355744817,0,2,2,False,True,1
1,0,0.585670953316277,0.481287771858981,-0.444999501816175,0.38326265226609996,1,0,0.07335229062787217,0,3,3,False,True,0
3,0,-1.0036458304511835,-0.47908676070718687,-0.444999501816175,-0.46515309949388545,0,0,-0.5583460543187373,1,1,1,False,True,0
1,0,-0.398191817587389,-0.47908676070718687,-0.444999501816175,0.8878657956244075,1,0,-0.5583460543187373,1,2,3,False,False,0
3,1,-0.5495553208033376,-0.47908676070718687,1.8665256881734007,-0.3485897733781164,0,2,0.7050506355744817,0,2,2,False,False,0
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,2,0,False,True,1
3,1,-0.398191817587389,0.481287771858981,-0.444999501816175,-0.3369085006111781,0,2,0.07335229062787217,0,2,2,False,True,1
3,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.5128429299046876,0,0,-0.5583460543187373,1,2,0,True,False,0
2,0,-0.8522823272352348,-0.47908676070718687,-0.444999501816175,-0.4210090245042294,0,0,-0.5583460543187373,1,1,1,False,True,0
2,0,-0.7766005756272605,0.481287771858981,0.7107630931786129,0.06716068315083827,0,0,0.7050506355744817,0,2,3,False,True,0
3,0,-0.17114656276346604,-0.47908676070718687,-0.444999501816175,-0.49262400395357203,0,0,-0.5583460543187373,1,2,0,False,True,1
3,1,-1.5334180917070037,1.4416623044251486,1.8665256881734007,0.02124373045060914,0,1,1.9684473254677004,0,0,3,False,True,0
2,0,0.54783007751229,-0.47908676070718687,1.8665256881734007,-0.14067394486072518,1,0,0.7050506355744817,0,3,2,False,True,0
2,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,4,-0.5583460543187373,1,3,1,False,True,0
2,0,1.6452154758279174,-0.47908676070718687,-0.444999501816175,-0.4011922343914989,0,4,-0.5583460543187373,1,3,1,False,True,0
1,1,-0.5495553208033376,0.481287771858981,-0.444999501816175,0.6442642781410864,1,2,0.07335229062787217,0,2,3,False,True,1
3,0,1.9857833580638018,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,3,1,False,True,0
3,0,0.8505570839441872,-0.47908676070718687,1.8665256881734007,-0.3630086631986768,0,0,0.7050506355744817,0,3,2,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.5019678621598965,0,0,-0.5583460543187373,1,2,0,False,True,0
1,0,1.6452154758279174,-0.47908676070718687,0.7107630931786129,0.5433281827064101,0,0,0.07335229062787217,0,3,3,False,False,0
3,1,-1.0036458304511835,-0.47908676070718687,-0.444999501816175,-0.4938323448141044,0,1,-0.5583460543187373,1,1,0,True,False,1
3,0,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.3225100659794147,7.203909499822155,1.8665256881734007,0.7012979667582132,0,3,5.758637395147358,0,2,3,False,True,0
3,0,1.1154432145720972,-0.47908676070718687,0.7107630931786129,-0.3320751371690487,0,0,0.07335229062787217,0,3,2,False,True,0
2,1,0.8127162081402,-0.47908676070718687,-0.444999501816175,-0.33884184598802985,0,2,-0.5583460543187373,1,3,2,False,True,1
3,0,-0.24682831437144034,-0.47908676070718687,-0.444999501816175,-0.4930261397919572,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,-0.9279640788432092,-0.47908676070718687,-0.444999501816175,-0.47586769957239783,0,0,-0.5583460543187373,1,1,1,False,True,0
3,0,-2.138872104570798,3.3624113695574844,0.7107630931786129,0.12395270359585853,0,3,2.6001456704143098,0,0,3,False,True,0
3,0,-1.5334180917070037,-0.47908676070718687,1.8665256881734007,-0.2465246042433587,0,3,0.7050506355744817,0,0,2,False,True,1
1,1,0.5099892017083028,-0.47908676070718687,0.7107630931786129,0.4199962144262832,1,2,0.07335229062787217,0,3,3,False,True,1
3,1,1.1911249661800716,0.481287771858981,4.178050878162977,-0.1039403827005419,0,2,2.6001456704143098,0,3,2,False,True,0
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,-0.142123953893364,0,0,-0.5583460543187373,1,3,2,False,True,0
3,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,0.4489151945732318,0,0,-0.5583460543187373,1,2,3,False,True,0
1,0,2.4020329919076606,-0.47908676070718687,-0.444999501816175,0.0043269584031563,1,0,-0.5583460543187373,1,4,3,False,True,0
3,0,-1.9118268497468751,3.3624113695574844,0.7107630931786129,-0.0802569018341079,0,3,2.6001456704143098,0,0,2,True,False,0
3,1,-2.138872104570798,0.481287771858981,0.7107630931786129,-0.4280986020011448,0,1,0.7050506355744817,0,0,1,False,True,1
3,0,-0.6252370724113119,-0.47908676070718687,-0.444999501816175,-0.4901261217266795,0,0,-0.5583460543187373,1,2,1,False,True,0
1,0,2.023624233867789,-0.47908676070718687,-0.444999501816175,-0.04988791265452059,1,0,-0.5583460543187373,1,3,2,False,False,0
3,0,-0.8522823272352348,0.481287771858981,0.7107630931786129,-0.4914949302534906,0,0,0.7050506355744817,0,1,0,False,True,0
3,0,-0.3225100659794147,2.4020368369913165,0.7107630931786129,-0.15098447575547558,0,3,1.9684473254677004,0,2,2,False,True,0
1,1,1.5695337242199432,-0.47908676070718687,-0.444999501816175,-0.08823195151362141,1,1,-0.5583460543187373,1,3,2,False,False,0
2,0,0.055898692060456896,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,0.5099892017083028,-0.47908676070718687,-0.444999501816175,-0.643343742842181,0,0,-0.5583460543187373,1,3,0,False,True,0
3,1,-0.5495553208033376,7.203909499822155,1.8665256881734007,0.7012979667582132,0,1,5.758637395147358,0,2,3,False,True,0
2,0,0.01805781625646974,-0.47908676070718687,-0.444999501816175,-0.35237526362599214,0,0,-0.5583460543187373,1,2,2,False,False,0
3,0,-1.5334180917070037,3.3624113695574844,1.8665256881734007,-0.036514962682837,0,3,3.2318440153609194,0,0,3,False,True,0
2,0,-2.138872104570798,1.4416623044251486,0.7107630931786129,0.11066095413000272,1,3,1.3367489805210908,0,0,3,False,True,1
3,1,-1.9118268497468751,-0.47908676070718687,1.8665256881734007,-0.21752442359058238,0,1,0.7050506355744817,0,0,2,False,True,1
1,0,0.9640797113561487,-0.47908676070718687,-0.444999501816175,0.32332894558369557,1,0,-0.5583460543187373,1,3,3,False,True,0
3,1,-0.5495553208033376,0.481287771858981,-0.444999501816175,-0.3436752094301593,0,2,0.07335229062787217,0,2,2,True,False,1
1,0,1.1911249661800716,-0.47908676070718687,-0.444999501816175,-0.13004054528804052,0,0,-0.5583460543187373,1,3,2,False,True,1
3,0,0.8127162081402,0.481287771858981,0.7107630931786129,-0.3436752094301593,0,0,0.7050506355744817,0,3,2,True,False,0
3,0,0.5099892017083028,-0.47908676070718687,-0.444999501816175,-0.49069065857672023,0,0,-0.5583460543187373,1,3,0,False,True,0
2,1,0.20726219527640552,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,2,-0.5583460543187373,1,2,1,False,True,1
2,0,-0.7766005756272605,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,0,-0.5583460543187373,1,2,1,False,True,0
3,1,-0.7766005756272605,0.481287771858981,-0.444999501816175,-0.4914949302534906,0,1,0.07335229062787217,0,2,0,False,True,1
2,0,-1.9875086013548495,0.481287771858981,0.7107630931786129,-0.14067394486072518,1,3,0.7050506355744817,0,0,2,False,True,1
1,1,1.1154432145720972,-0.47908676070718687,-0.444999501816175,-0.1074049376158602,1,2,-0.5583460543187373,1,3,2,False,False,1
1,1,2.1749877370837374,-0.47908676070718687,-0.444999501816175,2.1894093700840225,1,1,-0.5583460543187373,1,3,3,False,False,1
3,0,-0.3225100659794147,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,0,-0.5583460543187373,1,2,0,True,False,0
3,0,0.9640797113561487,-0.47908676070718687,0.7107630931786129,-0.48086153068080595,0,0,0.07335229062787217,0,3,1,False,True,0
3,1,-0.5495553208033376,-0.47908676070718687,-0.444999501816175,-0.49350947613617013,0,1,-0.5583460543187373,1,2,0,True,False,1
2,1,-0.398191817587389,-0.47908676070718687,-0.444999501816175,-0.39200884385145307,0,1,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.09546481115549173,-0.47908676070718687,-0.444999501816175,-0.45967593204126445,0,0,-0.5583460543187373,1,2,1,False,True,0
3,0,-0.3225100659794147,7.203909499822155,1.8665256881734007,0.7012979667582132,0,0,5.758637395147358,0,2,3,False,True,0
3,0,0.35862569849235415,-0.47908676070718687,-0.444999501816175,-0.5177574938526448,0,0,-0.5583460543187373,1,2,0,False,True,0
3,0,1.2289658419840588,-0.47908676070718687,-0.444999501816175,-0.5036595393646418,0,0,-0.5583460543187373,1,3,0,False,False,0
3,0,-0.8522823272352348,-0.47908676070718687,-0.444999501816175,-0.48770944000561484,0,0,-0.5583460543187373,1,1,1,False,True,1
3,1,-2.063190352962824,-0.47908676070718687,0.7107630931786129,-0.4410674827890663,1,1,0.07335229062787217,0,0,1,False,True,0
