Sex,Age,Fare,FamilySize,IsAlone,Pclass_2,Pclass_3,Embarked_Q,Embarked_S,Title_Miss,Title_Mr,Title_Mrs,Title_Rare,Cabin_Deck_B,Cabin_Deck_C,Cabin_Deck_D,Cabin_Deck_E,Cabin_Deck_F,Cabin_Deck_G,Cabin_Deck_T,Cabin_Deck_U
0,0.8087647275861348,0.4082334475616762,-0.5609748304808925,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1,0.43082261697040775,2.097794920021772,0.059159876663617626,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,-0.5518268706304826,-0.8189865811572414,-0.5609748304808925,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,2.774063702787916,-0.5368057694182641,-0.5609748304808925,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.09829633789161019,1.5060857797883969,0.059159876663617626,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.9599415718324257,1.0408277503255374,0.059159876663617626,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.8823470582632056,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.6274152927536281,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.8541805591230643,-0.01838583697289204,0.6792945838081278,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,-1.156534247615646,-0.47227211715402734,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,0.8087647275861348,-0.6331972544104215,0.059159876663617626,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,-0.1738847600147556,0.1329851701219792,0.059159876663617626,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.8019236166026618,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-1.9880068909702455,0.8147822510349934,1.299429290952638,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1,-0.7785921369999189,-0.8038521494426432,-0.5609748304808925,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.16405229962564447,0.059159876663617626,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.5518268706304826,-0.8189865811572414,-0.5609748304808925,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,0.16437971416667366,0.6792945838081278,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.8541805591230643,-0.029312075627065143,0.059159876663617626,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-1.6856532024776638,0.7678594338107121,2.5396987052416584,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.6274152927536281,-0.8131032608653792,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1.4890605266944434,1.4362199751817062,0.059159876663617626,0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1,-0.022707915768464766,0.3444394801955362,0.059159876663617626,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,2.6984752806647703,1.2189504454470093,0.059159876663617626,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
0,-0.022707915768464766,0.6557188297748954,-0.5609748304808925,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,-0.6274152927536281,-0.5368057694182641,-0.5609748304808925,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.06050212683003747,-0.8823470582632056,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-1.8368300467239547,0.40928266156909443,1.299429290952638,0,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-1.3832995139850823,0.936361092700485,3.779968119530679,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.5518268706304826,-0.8823470582632056,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0.657587883339844,1.4787785499834798,-0.5609748304808925,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False
0,1.186706838201862,1.5221510751129648,0.059159876663617626,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,-1.9124184688471002,0.4146557174979072,2.5396987052416584,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,0.4082334475616762,-0.5609748304808925,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-1.9124184688471002,-0.1800831698720664,0.6792945838081278,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,-0.022707915768464766,-0.5368057694182641,-0.5609748304808925,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
0,-0.7785921369999189,-0.7718965778779472,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.9297689812462098,-0.798539974052802,3.1598334123861687,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.249473182137901,-0.7165619336211217,0.6792945838081278,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.2040573506009715,-0.5368057694182641,-0.5609748304808925,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-1.005357403369355,0.936361092700485,3.779968119530679,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.6274152927536281,1.3924082286355355,-0.5609748304808925,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.249473182137901,-0.23166125968823223,0.059159876663617626,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.2040573506009715,1.1248955097361604,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.3250616042610464,-0.830854756854953,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,-0.022707915768464766,-0.8019236166026618,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-2.152033766977471,0.4532263111425748,0.6792945838081278,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0.05288050635468065,-0.37316263612134226,-0.5609748304808925,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.5518268706304826,-0.6811127586453682,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.6307359423566569,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.5518268706304826,-0.8145709511162281,-0.5609748304808925,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.09829633789161019,0.940663265248102,-0.5609748304808925,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.9297689812462098,-0.5368057694182641,-0.5609748304808925,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,0.2796457727241169,-0.1423794216910609,1.299429290952638,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-1.005357403369355,0.6233938271906204,1.9195639980971482,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.47623844850733726,2.6987007794454887,2.5396987052416584,0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
0,-0.40065002638419184,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.7030037148767735,-0.806763380796033,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1.2622952603250073,1.2056809915054134,0.059159876663617626,0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False
0,-0.249473182137901,0.11284358066326507,1.299429290952638,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2.244944747925898,-0.8797405693934278,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3.152005813403643,0.6315110816648204,-0.5609748304808925,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,-0.47623844850733726,1.241316266924983,0.059159876663617626,0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1,0.3552341948472623,0.2228261499229997,0.059159876663617626,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,0.3552341948472623,0.3444394801955362,0.059159876663617626,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.09829633789161019,-0.8019236166026618,-0.5609748304808925,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.8019236166026618,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.6274152927536281,1.443609675522841,0.059159876663617626,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,0.2796457727241169,-0.7174492400289059,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.5819994612166985,-0.798539974052802,0.6792945838081278,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.09829633789161019,-0.8019236166026618,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.6274152927536281,-0.830854756854953,-0.5609748304808925,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.8160407306065733,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.657587883339844,-0.8019236166026618,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.5518268706304826,0.2711522804976662,0.059159876663617626,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,1.3378836824481528,1.0408277503255374,-0.5609748304808925,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
1,-1.1187400365540734,-0.23166125968823223,0.059159876663617626,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.5518268706304826,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.7030037148767735,-0.5992616204389827,0.059159876663617626,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,-0.9297689812462098,-0.23138736843472296,-0.5609748304808925,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.6274152927536281,-0.798539974052802,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,3.11421160234207,-0.8189865811572414,-0.5609748304808925,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,0.1329851701219792,0.059159876663617626,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.40065002638419184,2.6363132839087284,0.059159876663617626,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1,-2.063595313093391,0.5286989276421437,3.1598334123861687,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.6274152927536281,1.3924082286355355,0.6792945838081278,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.24185156166254418,0.4894379098126231,0.059159876663617626,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,0.24185156166254418,-0.3336984726090336,-0.5609748304808925,1,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False
0,1.8670026373101707,1.443609675522841,0.059159876663617626,0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
0,-1.3077110918619368,-0.47227211715402734,0.059159876663617626,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.8189865811572414,-0.5609748304808925,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.40065002638419184,-0.8933844909173265,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.5518268706304826,0.19484336402527688,0.6792945838081278,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,1.186706838201862,-0.9147445967366699,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.2796457727241169,-0.8019236166026618,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.7030037148767735,-0.9050797531497122,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,1.3378836824481528,-0.2286058134653583,0.059159876663617626,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1,-0.022707915768464766,0.3444394801955362,0.059159876663617626,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-0.3250616042610464,-0.3336984726090336,-0.5609748304808925,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.47623844850733726,-0.19287328396337328,-0.5609748304808925,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.7785921369999189,0.3552168481314282,0.6792945838081278,0,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False
0,0.5819994612166985,1.0620380556287106,0.059159876663617626,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
0,-1.005357403369355,-0.6589770356240848,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.40065002638419184,1.4685301291949246,-0.5609748304808925,1,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
1,0.43082261697040775,-0.1800831698720664,0.6792945838081278,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1,-0.5518268706304826,-0.8189865811572414,-0.5609748304808925,1,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1,-0.40065002638419184,-0.1423794216910609,0.059159876663617626,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-0.7785921369999189,-0.9442940832331417,-0.5609748304808925,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.8541805591230643,-0.4507125974257932,-0.5609748304808925,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.7785921369999189,0.6904870950626278,0.6792945838081278,0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.1738847600147556,-0.8135961720983267,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-1.5344763582313732,0.6233938271906204,1.9195639980971482,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,0.5442052501551259,0.3444394801955362,0.6792945838081278,0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
0,0.9599415718324257,-0.3336984726090336,-0.5609748304808925,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
0,1.6402373709407343,-0.3693384839068557,-0.5609748304808925,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1,-0.5518268706304826,1.2920564383571118,0.059159876663617626,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
0,1.9803852704948888,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.8465589386477075,-0.2286058134653583,0.6792945838081278,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.8719479292525482,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1.6402373709407343,1.2090665177433995,0.059159876663617626,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-1.005357403369355,-0.8209591021193487,-0.5609748304808925,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0.05288050635468065,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.7165619336211217,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-1.9124184688471002,1.3361591794576348,5.64037224096421,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,1.1111184160787164,-0.12717266791993012,0.059159876663617626,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,0.8087647275861348,-0.1485253917280838,-0.5609748304808925,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-0.249473182137901,-0.8160407306065733,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.9297689812462098,-0.7165619336211217,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-2.1391837352165366,0.7678594338107121,2.5396987052416584,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,-1.5344763582313732,0.11044794172866994,0.6792945838081278,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,0.43082261697040775,1.0976780669265336,0.059159876663617626,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
1,1.186706838201862,0.4146557174979072,2.5396987052416584,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,0.34156737843370105,-0.5609748304808925,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.09829633789161019,1.1248955097361604,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2.3961215921721886,0.5975333003696796,-0.5609748304808925,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
0,-1.9124184688471002,0.457519539438721,2.5396987052416584,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,-2.1391837352165366,-0.48145578049281335,0.6792945838081278,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.6274152927536281,-0.798539974052802,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,2.0181794815564613,0.5100012756239033,-0.5609748304808925,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,-0.8541805591230643,-0.806763380796033,0.6792945838081278,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-1.9124184688471002,0.32384119624754826,1.9195639980971482,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1,1.564648948817589,0.4432836100273541,-0.5609748304808925,1,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0,0.05288050635468065,-0.3336984726090336,-0.5609748304808925,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.5064110390935531,-3.0585777291682934,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.5518268706304826,1.3361591794576348,5.64037224096421,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,-0.19260305647698941,-0.5609748304808925,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-1.5344763582313732,0.5322916934007406,3.1598334123861687,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
0,-2.1391837352165366,0.750263780890198,1.299429290952638,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,-1.9124184688471002,0.1800041951014629,0.6792945838081278,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,1.0011105492142125,-0.5609748304808925,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
1,0.43082261697040775,-0.16405229962564447,0.059159876663617626,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,1.186706838201862,0.36526093570402607,-0.5609748304808925,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.8087647275861348,-0.16405229962564447,0.6792945838081278,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.5064110390935531,-0.8019236166026618,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,0.2040573506009715,-0.3336984726090336,-0.5609748304808925,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
0,-0.7785921369999189,-0.3336984726090336,-0.5609748304808925,1,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.7785921369999189,-0.806763380796033,0.059159876663617626,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-1.9880068909702455,0.3444394801955362,0.6792945838081278,0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1,1.1111184160787164,0.4082334475616762,-0.5609748304808925,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,2.1693563258027524,2.097794920021772,-0.5609748304808925,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
0,-0.022707915768464766,-0.8189865811572414,-0.5609748304808925,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.9599415718324257,-0.7445391097425897,0.059159876663617626,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-0.5518268706304826,-0.8189865811572414,-0.5609748304808925,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1,-0.40065002638419184,-0.3336984726090336,-0.5609748304808925,1,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
0,-0.09829633789161019,-0.6307359423566569,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.022707915768464766,1.3361591794576348,5.64037224096421,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,0.3552341948472623,-0.9787286015064478,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,1.2245010492634345,-0.8828741679067217,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.8541805591230643,-0.7841792430073967,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
1,-2.063595313093391,-0.5401781836878246,0.059159876663617626,0,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False
0,0.2040573506009715,-0.1423794216910609,0.059159876663617626,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
0,-0.249473182137901,0.023546289947323752,-0.5609748304808925,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1,-1.005357403369355,-0.8189865811572414,-0.5609748304808925,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0.8087647275861348,0.5198636196706229,-0.5609748304808925,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,-0.40065002638419184,-0.9050797531497122,-0.5609748304808925,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True
